epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,16640.2,1.97262,1.10378,1.78957,0.71852,0.51741,0.57458,0.4132,1.77225,1.40682,1.80307,0.008614,0.008614,0.008614
44,16912.3,1.94998,1.09829,1.777,0.71951,0.51561,0.58258,0.41878,1.76726,1.40765,1.79747,0.008581,0.008581,0.008581
45,17187,1.99018,1.10101,1.78054,0.71379,0.52254,0.58914,0.42434,1.76283,1.41114,1.79656,0.008548,0.008548,0.008548
46,17458.7,1.95739,1.08711,1.77658,0.7016,0.52743,0.57817,0.41656,1.75878,1.39866,1.79316,0.008515,0.008515,0.008515
47,17731.9,1.96969,1.0833,1.77339,0.7108,0.52013,0.56658,0.40855,1.75966,1.40651,1.79501,0.008482,0.008482,0.008482
48,18049,1.96908,1.09062,1.77261,0.71285,0.52268,0.57561,0.41467,1.75714,1.39463,1.79424,0.008449,0.008449,0.008449
49,18316.9,1.93048,1.08166,1.76902,0.71161,0.51987,0.57447,0.41412,1.7529,1.37998,1.79102,0.008416,0.008416,0.008416
50,18588,1.95689,1.0646,1.76928,0.70105,0.53064,0.57199,0.41125,1.74781,1.37612,1.78848,0.008383,0.008383,0.008383
51,18861.9,1.93496,1.06059,1.76598,0.71179,0.52844,0.57248,0.41228,1.74385,1.3552,1.78454,0.00835,0.00835,0.00835
52,19132.6,1.94004,1.06963,1.76722,0.7157,0.532,0.57279,0.4141,1.73967,1.34944,1.78343,0.008317,0.008317,0.008317
53,19404.2,1.93852,1.06592,1.76572,0.71647,0.53539,0.56997,0.41331,1.73652,1.3467,1.77909,0.008284,0.008284,0.008284
54,19674.2,1.93699,1.05876,1.76425,0.70835,0.54455,0.57186,0.41462,1.73288,1.34232,1.77674,0.008251,0.008251,0.008251
55,19948.1,1.94753,1.05589,1.75967,0.72004,0.53878,0.57265,0.41582,1.73207,1.33604,1.77639,0.008218,0.008218,0.008218
56,20223.5,1.92723,1.04421,1.7613,0.71944,0.53973,0.57309,0.41861,1.72905,1.33086,1.7757,0.008185,0.008185,0.008185
57,20494.7,1.9314,1.0478,1.7568,0.72439,0.54175,0.57703,0.42072,1.72731,1.32688,1.77448,0.008152,0.008152,0.008152
58,20764.1,1.91383,1.05019,1.75744,0.73017,0.5413,0.57857,0.42196,1.72449,1.32628,1.77287,0.008119,0.008119,0.008119
59,21034.1,1.91054,1.03827,1.75682,0.72665,0.54342,0.57954,0.4233,1.72275,1.32744,1.77036,0.008086,0.008086,0.008086
60,21302.6,1.8929,1.0332,1.7479,0.72792,0.54365,0.58092,0.4243,1.71881,1.32483,1.76784,0.008053,0.008053,0.008053
61,21575.8,1.91202,1.03267,1.7526,0.73826,0.53957,0.58138,0.42515,1.71837,1.32096,1.76738,0.00802,0.00802,0.00802
62,21852,1.91722,1.02511,1.75206,0.73597,0.54195,0.58458,0.42601,1.71531,1.31915,1.76601,0.007987,0.007987,0.007987
63,22126.3,1.90986,1.03675,1.76102,0.73171,0.55246,0.58614,0.42679,1.71258,1.31632,1.76412,0.007954,0.007954,0.007954
64,22399,1.89884,1.02048,1.7502,0.72944,0.55704,0.59361,0.43262,1.71035,1.31512,1.76296,0.007921,0.007921,0.007921
65,22677.4,1.9092,1.03404,1.76044,0.73315,0.55362,0.59444,0.43332,1.70911,1.31248,1.76218,0.007888,0.007888,0.007888
66,22948.7,1.89682,1.02043,1.75711,0.73845,0.55211,0.5939,0.43301,1.70733,1.30845,1.76007,0.007855,0.007855,0.007855
67,23221.9,1.8816,1.00458,1.74108,0.73778,0.55409,0.59528,0.43344,1.70597,1.30751,1.75948,0.007822,0.007822,0.007822
68,24102.1,1.89677,1.01587,1.75161,0.73803,0.55305,0.59679,0.43491,1.70482,1.30387,1.75911,0.007789,0.007789,0.007789
69,24374.9,1.88911,1.00168,1.73593,0.73921,0.55594,0.59723,0.43592,1.70291,1.3027,1.75821,0.007756,0.007756,0.007756
70,24646,1.88713,1.00638,1.7484,0.74497,0.54965,0.60377,0.44136,1.70129,1.30158,1.7575,0.007723,0.007723,0.007723
71,24919.3,1.89441,1.002,1.73938,0.74263,0.55034,0.60385,0.44185,1.70034,1.29983,1.75724,0.00769,0.00769,0.00769
72,26194.5,1.8802,0.99421,1.74153,0.74514,0.55061,0.60453,0.44246,1.69948,1.29704,1.75708,0.007657,0.007657,0.007657
73,26470.2,1.88631,1.0029,1.74332,0.74402,0.54996,0.60537,0.44304,1.69845,1.29531,1.7569,0.007624,0.007624,0.007624
74,26740.2,1.86457,1.00042,1.74152,0.74076,0.55494,0.60645,0.44357,1.69736,1.29373,1.75657,0.007591,0.007591,0.007591
75,27010.1,1.86341,0.99732,1.7404,0.74234,0.55471,0.60829,0.44483,1.69644,1.29307,1.75599,0.007558,0.007558,0.007558
76,27280.9,1.86673,0.99316,1.74195,0.74565,0.55307,0.60759,0.44426,1.69563,1.29131,1.7555,0.007525,0.007525,0.007525
77,27552.9,1.85102,0.9908,1.73435,0.74577,0.5532,0.60719,0.44441,1.69425,1.2895,1.75502,0.007492,0.007492,0.007492
78,27828.5,1.87335,0.98693,1.7337,0.75024,0.55309,0.6075,0.44464,1.69292,1.28805,1.75444,0.007459,0.007459,0.007459
79,28101.3,1.85812,0.98527,1.73117,0.75159,0.55228,0.60469,0.44243,1.69232,1.28675,1.75417,0.007426,0.007426,0.007426
80,28459.4,1.86605,0.97693,1.73158,0.75395,0.55249,0.60735,0.44402,1.69181,1.28548,1.75375,0.007393,0.007393,0.007393
81,28734.5,1.88487,0.9838,1.73541,0.75503,0.55132,0.60735,0.44465,1.69164,1.28476,1.75337,0.00736,0.00736,0.00736
82,29009.2,1.84789,0.97598,1.73005,0.75647,0.55109,0.60789,0.44523,1.69081,1.28283,1.75277,0.007327,0.007327,0.007327
83,29281,1.8572,0.97323,1.72812,0.75459,0.55071,0.60708,0.44556,1.69012,1.28177,1.75225,0.007294,0.007294,0.007294
84,29553.5,1.8451,0.97224,1.73453,0.75365,0.55093,0.60738,0.44614,1.6893,1.28034,1.75216,0.007261,0.007261,0.007261
85,29826.6,1.86275,0.97465,1.73727,0.7521,0.55251,0.61178,0.44997,1.68885,1.27903,1.75205,0.007228,0.007228,0.007228
86,30096,1.84415,0.96972,1.73335,0.75077,0.55224,0.61289,0.45061,1.68792,1.27819,1.75168,0.007195,0.007195,0.007195
87,30366.1,1.85751,0.96808,1.73237,0.75116,0.553,0.61483,0.45219,1.68698,1.27672,1.75132,0.007162,0.007162,0.007162
88,30636,1.84228,0.96883,1.72527,0.74826,0.55518,0.61716,0.45397,1.68663,1.2762,1.75129,0.007129,0.007129,0.007129
89,30909.7,1.84838,0.95905,1.72786,0.74526,0.55721,0.61782,0.45488,1.68558,1.27547,1.75125,0.007096,0.007096,0.007096
90,32431.9,1.84584,0.96611,1.73276,0.74818,0.55727,0.61926,0.45591,1.68545,1.27442,1.7512,0.007063,0.007063,0.007063
91,32706,1.86738,0.96302,1.72782,0.75014,0.55661,0.62084,0.45682,1.68425,1.27335,1.75072,0.00703,0.00703,0.00703
92,33227.1,1.83908,0.96075,1.72058,0.75182,0.55661,0.62119,0.45749,1.6833,1.27216,1.75016,0.006997,0.006997,0.006997
