epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,99194,1.75071,0.8966,1.73257,0.73304,0.58453,0.61495,0.45986,1.61982,1.17473,1.76675,0.007492,0.007492,0.007492
78,99727.6,1.77544,0.89459,1.73407,0.73765,0.58026,0.61563,0.46031,1.61873,1.17368,1.76595,0.007459,0.007459,0.007459
79,103411,1.75944,0.89467,1.7307,0.68416,0.57659,0.61599,0.46126,1.6176,1.17277,1.7652,0.007426,0.007426,0.007426
80,104196,1.76631,0.88339,1.73487,0.67986,0.58269,0.61589,0.46157,1.61652,1.17134,1.76422,0.007393,0.007393,0.007393
81,105208,1.78305,0.89477,1.73702,0.67605,0.58975,0.6225,0.46544,1.61555,1.17005,1.76355,0.00736,0.00736,0.00736
82,105850,1.74989,0.88869,1.73195,0.67264,0.59215,0.62263,0.46581,1.61468,1.16909,1.76309,0.007327,0.007327,0.007327
83,106379,1.75911,0.88339,1.73369,0.67008,0.59788,0.62345,0.46621,1.61379,1.16777,1.76251,0.007294,0.007294,0.007294
84,106904,1.75213,0.88228,1.73888,0.66957,0.59909,0.62293,0.46715,1.61323,1.16739,1.7621,0.007261,0.007261,0.007261
85,107432,1.76372,0.88224,1.73767,0.66894,0.59895,0.62368,0.46772,1.6122,1.16649,1.76149,0.007228,0.007228,0.007228
86,107959,1.74427,0.88102,1.73402,0.67063,0.59813,0.62385,0.46831,1.61113,1.16569,1.76097,0.007195,0.007195,0.007195
87,108486,1.75685,0.87722,1.73344,0.67194,0.59676,0.62393,0.46869,1.61082,1.16468,1.76072,0.007162,0.007162,0.007162
88,109013,1.74985,0.87816,1.73178,0.67293,0.59781,0.62555,0.46953,1.61003,1.16367,1.76005,0.007129,0.007129,0.007129
89,109543,1.75169,0.87129,1.73061,0.67357,0.59607,0.62609,0.46989,1.6097,1.16211,1.75953,0.007096,0.007096,0.007096
90,113381,1.7465,0.8736,1.73198,0.6721,0.59831,0.62627,0.47054,1.60872,1.16194,1.75876,0.007063,0.007063,0.007063
91,113912,1.77003,0.87336,1.73318,0.67532,0.59681,0.6271,0.4708,1.60807,1.16083,1.75845,0.00703,0.00703,0.00703
92,114441,1.73776,0.86619,1.72306,0.67897,0.59565,0.6275,0.47163,1.60747,1.15986,1.75761,0.006997,0.006997,0.006997
93,114971,1.72363,0.85706,1.72178,0.67947,0.59479,0.62777,0.47238,1.60716,1.15943,1.75681,0.006964,0.006964,0.006964
94,118478,1.73301,0.86797,1.72878,0.6753,0.59869,0.63027,0.47372,1.60663,1.15822,1.75606,0.006931,0.006931,0.006931
95,119005,1.72564,0.86138,1.71528,0.67574,0.59835,0.63034,0.47408,1.60613,1.15739,1.75551,0.006898,0.006898,0.006898
96,119535,1.71599,0.8508,1.72061,0.67694,0.59815,0.6304,0.47465,1.60547,1.15712,1.75499,0.006865,0.006865,0.006865
97,120066,1.73688,0.86309,1.72624,0.67706,0.59959,0.63115,0.4753,1.60473,1.15614,1.75481,0.006832,0.006832,0.006832
98,120599,1.72041,0.85768,1.71918,0.67897,0.60024,0.63142,0.47561,1.604,1.15572,1.75454,0.006799,0.006799,0.006799
99,121129,1.72477,0.85826,1.72254,0.67991,0.60018,0.63185,0.47659,1.60286,1.15487,1.75385,0.006766,0.006766,0.006766
100,121661,1.71776,0.85036,1.72055,0.67817,0.60205,0.6322,0.47705,1.60213,1.15384,1.75343,0.006733,0.006733,0.006733
101,122198,1.7149,0.84622,1.71262,0.67696,0.60378,0.63271,0.47734,1.60162,1.1533,1.75297,0.0067,0.0067,0.0067
102,125688,1.7146,0.84487,1.71256,0.67549,0.60415,0.63298,0.47788,1.6006,1.15218,1.75213,0.006667,0.006667,0.006667
103,126218,1.70037,0.85186,1.71654,0.6762,0.60415,0.63313,0.4783,1.59961,1.15163,1.75138,0.006634,0.006634,0.006634
104,126753,1.72381,0.84957,1.72143,0.67823,0.60279,0.6328,0.47848,1.59863,1.15066,1.75061,0.006601,0.006601,0.006601
105,127283,1.72021,0.84694,1.70942,0.67902,0.60435,0.63288,0.47861,1.5975,1.15006,1.75006,0.006568,0.006568,0.006568
106,127812,1.70026,0.84522,1.71487,0.67861,0.6049,0.63359,0.4791,1.59704,1.14918,1.74956,0.006535,0.006535,0.006535
107,128356,1.69808,0.83873,1.7101,0.68005,0.60388,0.63405,0.47973,1.59653,1.14804,1.74902,0.006502,0.006502,0.006502
108,134186,1.71561,0.84975,1.7186,0.68097,0.60331,0.6345,0.47993,1.59575,1.14692,1.74841,0.006469,0.006469,0.006469
109,134714,1.71544,0.83751,1.71264,0.68129,0.60328,0.6352,0.48055,1.59502,1.14631,1.74774,0.006436,0.006436,0.006436
110,135247,1.72178,0.83853,1.71592,0.68299,0.6025,0.63707,0.4817,1.59422,1.14549,1.74716,0.006403,0.006403,0.006403
111,135778,1.70252,0.83958,1.71323,0.68153,0.60452,0.63654,0.48178,1.59376,1.14513,1.74647,0.00637,0.00637,0.00637
112,137204,1.72543,0.84973,1.72901,0.68306,0.6032,0.6374,0.48222,1.59362,1.14451,1.7462,0.006337,0.006337,0.006337
113,137733,1.68472,0.82718,1.71057,0.68398,0.60251,0.63783,0.4825,1.59277,1.1441,1.74564,0.006304,0.006304,0.006304
114,142452,1.70731,0.83267,1.71037,0.68308,0.60239,0.6368,0.48238,1.59228,1.14337,1.74511,0.006271,0.006271,0.006271
115,142977,1.69417,0.83512,1.7107,0.68608,0.60155,0.63702,0.4828,1.59165,1.14234,1.74446,0.006238,0.006238,0.006238
116,143502,1.69653,0.8248,1.70156,0.68767,0.59945,0.63832,0.48376,1.59097,1.14156,1.74365,0.006205,0.006205,0.006205
117,144031,1.70469,0.82689,1.70746,0.6894,0.59818,0.64069,0.48549,1.59076,1.14101,1.74347,0.006172,0.006172,0.006172
118,144562,1.68517,0.81837,1.70402,0.69071,0.5971,0.64069,0.48574,1.59071,1.14032,1.74305,0.006139,0.006139,0.006139
119,145090,1.68414,0.82463,1.70048,0.68959,0.59787,0.64081,0.48591,1.59,1.13998,1.74236,0.006106,0.006106,0.006106
120,148117,1.68055,0.82286,1.70328,0.69017,0.59736,0.64064,0.48641,1.58968,1.13921,1.74197,0.006073,0.006073,0.006073
121,148645,1.68471,0.82153,1.70351,0.68978,0.59852,0.64099,0.48683,1.58892,1.13826,1.74129,0.00604,0.00604,0.00604
122,149169,1.69862,0.82347,1.70874,0.6902,0.59886,0.63966,0.48613,1.58812,1.13806,1.74049,0.006007,0.006007,0.006007
123,149698,1.67856,0.81422,1.70059,0.68825,0.60093,0.64014,0.48673,1.58745,1.13736,1.73997,0.005974,0.005974,0.005974
124,150227,1.68985,0.82233,1.70298,0.68763,0.60436,0.64132,0.48727,1.58719,1.13704,1.73916,0.005941,0.005941,0.005941
125,150759,1.68486,0.81662,1.70212,0.68649,0.60458,0.64091,0.48737,1.5865,1.13672,1.73856,0.005908,0.005908,0.005908
126,151285,1.66684,0.81623,1.69577,0.6875,0.60501,0.6403,0.48715,1.58559,1.13613,1.73764,0.005875,0.005875,0.005875
127,151814,1.67744,0.81152,1.70135,0.68685,0.60552,0.64199,0.48806,1.58517,1.13533,1.73718,0.005842,0.005842,0.005842
128,152345,1.68777,0.81495,1.71138,0.68928,0.60394,0.64245,0.48848,1.58475,1.13452,1.73699,0.005809,0.005809,0.005809
129,152877,1.67877,0.80695,1.69944,0.69196,0.60065,0.64164,0.48804,1.58382,1.13405,1.73613,0.005776,0.005776,0.005776
130,154643,1.67798,0.81253,1.70175,0.69207,0.60109,0.64062,0.48787,1.5835,1.13344,1.73593,0.005743,0.005743,0.005743
131,155170,1.66504,0.81623,1.69394,0.69153,0.60156,0.64127,0.48863,1.58322,1.13245,1.73544,0.00571,0.00571,0.00571
132,155698,1.66692,0.81151,1.69934,0.69142,0.60257,0.6417,0.48922,1.58267,1.13201,1.73494,0.005677,0.005677,0.005677
133,156225,1.67346,0.81336,1.69045,0.6931,0.60254,0.64272,0.49003,1.58216,1.13132,1.7344,0.005644,0.005644,0.005644
134,156755,1.6702,0.81067,1.68986,0.6955,0.60189,0.64339,0.49061,1.58164,1.13037,1.73369,0.005611,0.005611,0.005611
