epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,23480.4,1.68719,0.82779,1.65266,0.74628,0.64805,0.7143,0.5448,1.55295,1.04329,1.68274,0.008152,0.008152,0.008152
58,23712.2,1.67276,0.82832,1.65572,0.74525,0.65463,0.71676,0.54585,1.5514,1.04743,1.68271,0.008119,0.008119,0.008119
59,23942.9,1.67062,0.81981,1.65409,0.73982,0.65678,0.71688,0.54751,1.54923,1.04609,1.68123,0.008086,0.008086,0.008086
60,24174.9,1.65602,0.81973,1.65005,0.72562,0.65164,0.71142,0.5452,1.54894,1.04536,1.68219,0.008053,0.008053,0.008053
61,24410.6,1.6709,0.81562,1.65238,0.75635,0.63616,0.71106,0.54407,1.54866,1.04152,1.68221,0.00802,0.00802,0.00802
62,24644.7,1.67937,0.81542,1.65259,0.75364,0.63939,0.70121,0.53934,1.54933,1.03927,1.68199,0.007987,0.007987,0.007987
63,24878.5,1.66894,0.82277,1.65697,0.76346,0.63903,0.70611,0.54154,1.54904,1.0377,1.68196,0.007954,0.007954,0.007954
64,25107.7,1.66064,0.80972,1.64746,0.76638,0.63817,0.71103,0.54357,1.54793,1.03648,1.6812,0.007921,0.007921,0.007921
65,25344,1.67605,0.82712,1.66172,0.76023,0.6388,0.71112,0.5445,1.5474,1.03573,1.68062,0.007888,0.007888,0.007888
66,25572.3,1.66258,0.81446,1.65413,0.75933,0.64,0.71077,0.54362,1.54613,1.03526,1.68081,0.007855,0.007855,0.007855
67,25803.4,1.65826,0.8059,1.64414,0.76429,0.6371,0.70962,0.54331,1.54499,1.03474,1.68067,0.007822,0.007822,0.007822
68,26857.4,1.6659,0.80945,1.65479,0.76248,0.63734,0.70761,0.54284,1.54263,1.03415,1.68002,0.007789,0.007789,0.007789
69,27088.2,1.66485,0.80426,1.64187,0.7585,0.63825,0.7071,0.5427,1.54174,1.03458,1.6801,0.007756,0.007756,0.007756
70,27317.2,1.65918,0.80653,1.64656,0.75666,0.63613,0.70594,0.5422,1.54116,1.034,1.67988,0.007723,0.007723,0.007723
71,27549.4,1.66805,0.80731,1.6421,0.75461,0.63893,0.70548,0.54154,1.54025,1.03378,1.67919,0.00769,0.00769,0.00769
72,27779.9,1.65472,0.80068,1.64311,0.74783,0.63907,0.70464,0.54074,1.54057,1.03409,1.67898,0.007657,0.007657,0.007657
73,28013.2,1.66311,0.80781,1.64293,0.74035,0.64198,0.71253,0.54614,1.54054,1.03506,1.67909,0.007624,0.007624,0.007624
74,28242.8,1.6389,0.80275,1.63891,0.72894,0.64914,0.70656,0.54216,1.54103,1.03532,1.67902,0.007591,0.007591,0.007591
75,28471.8,1.64704,0.80322,1.64542,0.72984,0.64846,0.70724,0.54275,1.54159,1.03553,1.6786,0.007558,0.007558,0.007558
76,28702,1.63922,0.79875,1.63595,0.73241,0.64706,0.70751,0.54319,1.54173,1.03539,1.67834,0.007525,0.007525,0.007525
77,28930.5,1.63245,0.80109,1.63639,0.74415,0.64161,0.70812,0.5441,1.5411,1.03501,1.67795,0.007492,0.007492,0.007492
78,29165.1,1.649,0.79846,1.63579,0.73795,0.64681,0.71007,0.54446,1.54087,1.03498,1.67742,0.007459,0.007459,0.007459
79,29394.4,1.63748,0.79794,1.63469,0.73955,0.64616,0.70905,0.54463,1.54026,1.03509,1.67665,0.007426,0.007426,0.007426
80,29625.3,1.6467,0.79272,1.63738,0.74007,0.64471,0.70928,0.54449,1.53954,1.03509,1.67535,0.007393,0.007393,0.007393
81,29856.7,1.6622,0.80198,1.6387,0.74015,0.64772,0.71609,0.54883,1.53903,1.03544,1.67444,0.00736,0.00736,0.00736
82,30090.1,1.62875,0.79316,1.63457,0.7359,0.65191,0.71509,0.54857,1.5382,1.03494,1.67388,0.007327,0.007327,0.007327
83,30321.4,1.63981,0.79335,1.63503,0.73181,0.65465,0.7143,0.5488,1.5377,1.03502,1.67321,0.007294,0.007294,0.007294
84,30550.5,1.63526,0.79429,1.63912,0.73293,0.65409,0.71948,0.55184,1.53702,1.03512,1.67244,0.007261,0.007261,0.007261
85,30780.5,1.64386,0.79584,1.63809,0.73391,0.65399,0.71934,0.55203,1.53677,1.03457,1.67184,0.007228,0.007228,0.007228
86,31233.6,1.63132,0.79004,1.63799,0.73738,0.65243,0.719,0.55206,1.53633,1.03456,1.67137,0.007195,0.007195,0.007195
87,31463.6,1.64173,0.78992,1.63776,0.74004,0.65191,0.71917,0.55142,1.53581,1.03435,1.67054,0.007162,0.007162,0.007162
88,31693.6,1.63561,0.79127,1.63431,0.7425,0.65152,0.7188,0.55108,1.53542,1.03341,1.67003,0.007129,0.007129,0.007129
89,31924.8,1.63766,0.7893,1.63247,0.73813,0.65244,0.71858,0.55117,1.53473,1.03312,1.66923,0.007096,0.007096,0.007096
90,33537.3,1.63028,0.79164,1.63387,0.74175,0.65163,0.7191,0.55099,1.53462,1.03226,1.6689,0.007063,0.007063,0.007063
91,33769.3,1.65995,0.78881,1.63933,0.73649,0.65285,0.72388,0.55475,1.53442,1.03198,1.66834,0.00703,0.00703,0.00703
92,34468.5,1.629,0.78476,1.63052,0.73658,0.65397,0.72413,0.55483,1.53373,1.03215,1.66751,0.006997,0.006997,0.006997
93,34699.6,1.61425,0.77516,1.62644,0.73714,0.65621,0.72389,0.55484,1.53342,1.03158,1.66685,0.006964,0.006964,0.006964
94,34929.3,1.62612,0.78809,1.63818,0.73003,0.66532,0.72507,0.55483,1.53319,1.0307,1.66688,0.006931,0.006931,0.006931
95,35159.3,1.61459,0.78281,1.62179,0.73327,0.6613,0.72438,0.55466,1.53339,1.03045,1.66673,0.006898,0.006898,0.006898
96,35390.3,1.6099,0.77844,1.63215,0.73509,0.66024,0.72489,0.55508,1.53353,1.03055,1.66634,0.006865,0.006865,0.006865
97,35621.1,1.62904,0.78372,1.63386,0.74028,0.65992,0.72524,0.55558,1.53334,1.02978,1.66577,0.006832,0.006832,0.006832
98,35855.4,1.61712,0.78128,1.62742,0.62225,0.75637,0.72529,0.55551,1.53249,1.02869,1.66519,0.006799,0.006799,0.006799
99,36084.2,1.61706,0.78026,1.63119,0.62036,0.75766,0.72516,0.55554,1.53216,1.02812,1.66471,0.006766,0.006766,0.006766
100,36320,1.61513,0.77929,1.62894,0.62037,0.75806,0.72465,0.55547,1.53253,1.02815,1.66448,0.006733,0.006733,0.006733
101,38030.6,1.61191,0.77344,1.62262,0.61987,0.75831,0.72452,0.5555,1.53209,1.02776,1.66397,0.0067,0.0067,0.0067
102,38267.7,1.61441,0.77533,1.62399,0.62158,0.75714,0.72455,0.55592,1.53149,1.0275,1.66375,0.006667,0.006667,0.006667
103,38502.4,1.59876,0.77565,1.62808,0.62412,0.75654,0.72478,0.55624,1.53126,1.02658,1.6634,0.006634,0.006634,0.006634
104,38736.4,1.62406,0.77795,1.63201,0.62574,0.75672,0.72472,0.55654,1.53073,1.02628,1.66277,0.006601,0.006601,0.006601
105,39868.3,1.62379,0.77544,1.62152,0.62548,0.75797,0.725,0.55679,1.53039,1.02548,1.662,0.006568,0.006568,0.006568
106,40102.5,1.60028,0.77621,1.62576,0.62598,0.75759,0.72479,0.55677,1.52977,1.025,1.66169,0.006535,0.006535,0.006535
107,40339.2,1.60447,0.77151,1.62632,0.62553,0.7577,0.72494,0.55713,1.52981,1.02436,1.66123,0.006502,0.006502,0.006502
108,40575.1,1.61643,0.77866,1.62854,0.62479,0.75997,0.72472,0.55731,1.5295,1.02388,1.66108,0.006469,0.006469,0.006469
109,40807.4,1.61637,0.77075,1.62524,0.62548,0.75924,0.72511,0.55751,1.52965,1.02331,1.66103,0.006436,0.006436,0.006436
110,41047.3,1.62371,0.77311,1.62854,0.62562,0.75802,0.72531,0.55743,1.5296,1.02295,1.66101,0.006403,0.006403,0.006403
111,41279,1.60843,0.77383,1.62904,0.62716,0.75769,0.72535,0.55759,1.52932,1.02206,1.66082,0.00637,0.00637,0.00637
112,41513.9,1.6312,0.77906,1.64181,0.62865,0.75722,0.72567,0.55816,1.52956,1.02132,1.66026,0.006337,0.006337,0.006337
113,42930.8,1.59168,0.7661,1.6241,0.62897,0.75721,0.72577,0.55826,1.52898,1.02147,1.66007,0.006304,0.006304,0.006304
114,43165.4,1.61393,0.76683,1.62441,0.62716,0.75866,0.7259,0.55846,1.52891,1.02085,1.66005,0.006271,0.006271,0.006271
115,43396.2,1.6026,0.77003,1.62436,0.62682,0.75851,0.72533,0.55935,1.52859,1.02019,1.6596,0.006238,0.006238,0.006238
116,43627.9,1.60815,0.76324,1.61593,0.62645,0.75927,0.72538,0.55967,1.52819,1.0202,1.65918,0.006205,0.006205,0.006205
117,43858.4,1.61729,0.76583,1.62751,0.62786,0.76112,0.72525,0.5595,1.52841,1.01963,1.65905,0.006172,0.006172,0.006172
118,44090.6,1.59705,0.75543,1.6216,0.62951,0.75892,0.72492,0.55954,1.52841,1.01896,1.65907,0.006139,0.006139,0.006139
119,44324,1.59152,0.76097,1.61555,0.62932,0.75944,0.7247,0.55945,1.52833,1.01883,1.65896,0.006106,0.006106,0.006106
120,45557.6,1.59686,0.76082,1.62411,0.63023,0.75892,0.72514,0.55966,1.5281,1.0184,1.65891,0.006073,0.006073,0.006073
121,45789,1.59727,0.76383,1.62181,0.62995,0.75893,0.72557,0.56012,1.52774,1.01826,1.65869,0.00604,0.00604,0.00604
122,46020.4,1.60944,0.76289,1.62244,0.62976,0.75852,0.72549,0.56015,1.5272,1.01779,1.65822,0.006007,0.006007,0.006007
123,46253.4,1.59658,0.76015,1.61821,0.63154,0.75588,0.72507,0.56008,1.5268,1.01711,1.65802,0.005974,0.005974,0.005974
124,46485.6,1.60389,0.76266,1.6212,0.6315,0.75478,0.72528,0.56027,1.52619,1.01649,1.6579,0.005941,0.005941,0.005941
125,46719.5,1.59404,0.75841,1.61728,0.63181,0.75556,0.72508,0.56003,1.52588,1.01583,1.65792,0.005908,0.005908,0.005908
126,46950,1.58439,0.75714,1.61591,0.62991,0.75745,0.72503,0.5602,1.52576,1.01465,1.65741,0.005875,0.005875,0.005875
127,47532.9,1.58846,0.7539,1.61671,0.62996,0.75737,0.72489,0.56011,1.52517,1.0142,1.65709,0.005842,0.005842,0.005842
128,47769.8,1.60169,0.75931,1.62961,0.62917,0.75829,0.7254,0.56078,1.52524,1.01356,1.6572,0.005809,0.005809,0.005809
129,48005.9,1.59034,0.75042,1.61595,0.63114,0.75639,0.7255,0.56083,1.52499,1.01315,1.65692,0.005776,0.005776,0.005776
130,48238.7,1.59522,0.75492,1.62184,0.63026,0.75794,0.72586,0.56129,1.52481,1.01304,1.65683,0.005743,0.005743,0.005743
131,48472.2,1.58409,0.76291,1.61415,0.62909,0.75854,0.72494,0.56087,1.52488,1.01271,1.65653,0.00571,0.00571,0.00571
132,48706.6,1.58453,0.75834,1.61726,0.6268,0.75889,0.72556,0.56073,1.52504,1.01298,1.65607,0.005677,0.005677,0.005677
133,48939.6,1.59011,0.76035,1.61455,0.62554,0.75924,0.72684,0.56175,1.5248,1.01267,1.65601,0.005644,0.005644,0.005644
134,49176.2,1.59164,0.75684,1.61333,0.62744,0.75823,0.72715,0.56198,1.52426,1.01219,1.65585,0.005611,0.005611,0.005611
135,51480.8,1.56992,0.74797,1.6124,0.62887,0.75744,0.72599,0.56136,1.52378,1.01182,1.65536,0.005578,0.005578,0.005578
136,51714.3,1.57851,0.75075,1.61898,0.62867,0.75717,0.72602,0.5615,1.52378,1.01129,1.65506,0.005545,0.005545,0.005545
137,53331.8,1.59048,0.75106,1.61283,0.6277,0.75748,0.72617,0.56161,1.52347,1.01127,1.65444,0.005512,0.005512,0.005512
138,53565.2,1.59166,0.75762,1.61714,0.62754,0.75792,0.72645,0.56175,1.52298,1.0109,1.65445,0.005479,0.005479,0.005479
139,54422.7,1.58145,0.74846,1.61225,0.62826,0.75798,0.72692,0.5624,1.52305,1.01027,1.65426,0.005446,0.005446,0.005446
140,54656.6,1.56406,0.74575,1.60992,0.7189,0.67902,0.72688,0.56238,1.52306,1.00988,1.65446,0.005413,0.005413,0.005413
141,54890.5,1.57116,0.74619,1.61726,0.71384,0.6872,0.72712,0.56247,1.52258,1.00949,1.65449,0.00538,0.00538,0.00538
142,55121.6,1.55803,0.74091,1.61142,0.71479,0.68634,0.72696,0.56261,1.52237,1.00947,1.65451,0.005347,0.005347,0.005347
143,55355.4,1.56851,0.73819,1.61337,0.717,0.68995,0.72806,0.56252,1.52248,1.00875,1.6542,0.005314,0.005314,0.005314
144,55591.2,1.5777,0.73961,1.61109,0.71617,0.68646,0.72808,0.56264,1.52256,1.00827,1.65412,0.005281,0.005281,0.005281
145,55823.2,1.55784,0.73508,1.61048,0.71698,0.68636,0.72833,0.56325,1.52281,1.00797,1.6539,0.005248,0.005248,0.005248
146,56058.6,1.56102,0.73573,1.61165,0.71578,0.68634,0.72784,0.5633,1.52175,1.00773,1.65352,0.005215,0.005215,0.005215
147,57046.7,1.58282,0.74196,1.6119,0.7177,0.6872,0.72753,0.56294,1.52168,1.0074,1.65361,0.005182,0.005182,0.005182
148,57283.3,1.57526,0.73862,1.61449,0.71648,0.68734,0.72771,0.56327,1.52134,1.0072,1.65378,0.005149,0.005149,0.005149
149,58462.2,1.56193,0.73972,1.61915,0.7187,0.68728,0.72844,0.56355,1.52126,1.00653,1.65406,0.005116,0.005116,0.005116
150,58702.7,1.5585,0.73606,1.60736,0.71929,0.68739,0.7281,0.56342,1.52091,1.00619,1.65396,0.005083,0.005083,0.005083
151,58933.9,1.55921,0.7323,1.6102,0.71964,0.68697,0.72844,0.56395,1.521,1.00579,1.65414,0.00505,0.00505,0.00505
152,59166.7,1.56704,0.73577,1.61339,0.72066,0.68665,0.7277,0.56363,1.52085,1.00524,1.65432,0.005017,0.005017,0.005017
