epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
150,154816,1.01675,0.80319,1.30829,0.71135,0.6006,0.64282,0.48569,1.05572,1.09814,1.42294,0.005083,0.005083,0.005083
151,155484,1.01682,0.80436,1.30916,0.71328,0.59913,0.64299,0.48576,1.05551,1.09721,1.42248,0.00505,0.00505,0.00505
152,156149,1.01755,0.80252,1.3064,0.7139,0.59877,0.64334,0.48634,1.0552,1.09593,1.42198,0.005017,0.005017,0.005017
153,162192,1.01917,0.80657,1.30642,0.71236,0.60035,0.64341,0.4868,1.05509,1.09543,1.42168,0.004984,0.004984,0.004984
154,162951,1.01909,0.80087,1.30411,0.71436,0.59836,0.64363,0.48705,1.0547,1.09474,1.42127,0.004951,0.004951,0.004951
155,164519,1.0163,0.80672,1.30336,0.71123,0.60128,0.64386,0.48744,1.05441,1.09386,1.42071,0.004918,0.004918,0.004918
156,165193,1.01653,0.8026,1.30375,0.71295,0.59945,0.64439,0.48749,1.0541,1.0934,1.42002,0.004885,0.004885,0.004885
157,167329,1.0179,0.80388,1.30576,0.7162,0.59816,0.64424,0.48781,1.05378,1.09276,1.41944,0.004852,0.004852,0.004852
158,168019,1.01482,0.8018,1.30109,0.71656,0.59835,0.64431,0.48791,1.05358,1.09187,1.41886,0.004819,0.004819,0.004819
159,168691,1.01488,0.79989,1.30495,0.71804,0.59705,0.64381,0.4879,1.05297,1.09107,1.41819,0.004786,0.004786,0.004786
160,170633,1.0177,0.79965,1.30095,0.71653,0.59838,0.64428,0.48862,1.05269,1.09008,1.41757,0.004753,0.004753,0.004753
161,174518,1.01388,0.80283,1.30131,0.71967,0.59636,0.64468,0.48908,1.05234,1.08927,1.41704,0.00472,0.00472,0.00472
162,175191,1.00954,0.7912,1.29074,0.71896,0.59645,0.64495,0.48948,1.0521,1.08871,1.41652,0.004687,0.004687,0.004687
163,175995,1.01519,0.79466,1.30442,0.71714,0.59814,0.64504,0.48981,1.05185,1.0881,1.41607,0.004654,0.004654,0.004654
164,180346,1.00993,0.7893,1.29835,0.71524,0.59975,0.64548,0.4903,1.05152,1.08737,1.41572,0.004621,0.004621,0.004621
165,181009,1.00435,0.7887,1.30279,0.71677,0.59944,0.64566,0.49043,1.05116,1.08674,1.41515,0.004588,0.004588,0.004588
166,181739,1.00856,0.79564,1.29154,0.71966,0.59717,0.64635,0.49116,1.0507,1.08587,1.41461,0.004555,0.004555,0.004555
167,182976,1.00643,0.79068,1.29857,0.71793,0.59851,0.64654,0.49154,1.05034,1.08495,1.41409,0.004522,0.004522,0.004522
168,183699,1.01,0.79018,1.29062,0.71804,0.59838,0.64359,0.48948,1.05006,1.08384,1.41362,0.004489,0.004489,0.004489
169,184471,1.00373,0.77772,1.29875,0.71261,0.60279,0.64389,0.48948,1.04985,1.08306,1.41322,0.004456,0.004456,0.004456
170,185196,1.00459,0.78089,1.30236,0.7163,0.60042,0.64434,0.49024,1.04965,1.08229,1.41275,0.004423,0.004423,0.004423
171,185906,1.0066,0.78626,1.28824,0.71423,0.60176,0.64458,0.49047,1.04949,1.08183,1.41255,0.00439,0.00439,0.00439
172,186821,0.99948,0.78144,1.29408,0.71506,0.60173,0.64511,0.49101,1.04909,1.08071,1.41201,0.004357,0.004357,0.004357
173,190925,1.00302,0.77902,1.29718,0.71725,0.59998,0.64505,0.49113,1.04865,1.07979,1.41152,0.004324,0.004324,0.004324
174,191997,0.99597,0.77995,1.29206,0.71811,0.59897,0.64499,0.49173,1.04815,1.07875,1.41099,0.004291,0.004291,0.004291
175,192664,1.0059,0.7829,1.29838,0.71807,0.59978,0.64579,0.49216,1.04795,1.07849,1.41068,0.004258,0.004258,0.004258
176,193333,0.99792,0.77919,1.29496,0.71637,0.60047,0.64595,0.49243,1.04761,1.07779,1.41017,0.004225,0.004225,0.004225
177,198273,1.00474,0.78215,1.29829,0.71406,0.60225,0.64616,0.49276,1.04739,1.0773,1.40978,0.004192,0.004192,0.004192
178,201460,0.99463,0.77874,1.29077,0.71505,0.60133,0.64693,0.49359,1.04705,1.07661,1.40923,0.004159,0.004159,0.004159
179,202195,0.99953,0.78339,1.29103,0.71412,0.60229,0.64719,0.49394,1.0467,1.07633,1.40895,0.004126,0.004126,0.004126
180,202860,0.99336,0.77883,1.28933,0.71463,0.60256,0.64733,0.49444,1.04628,1.07604,1.40834,0.004093,0.004093,0.004093
181,203528,0.99145,0.77241,1.28588,0.71736,0.60035,0.6474,0.49473,1.04612,1.07595,1.40803,0.00406,0.00406,0.00406
182,204196,0.99252,0.77154,1.28685,0.71742,0.60041,0.64741,0.49496,1.04589,1.07536,1.40742,0.004027,0.004027,0.004027
183,205090,0.99455,0.7729,1.2869,0.71547,0.60062,0.64729,0.49504,1.0457,1.07496,1.40707,0.003994,0.003994,0.003994
184,209822,0.98894,0.7674,1.2917,0.772,0.60061,0.64737,0.49536,1.0454,1.07474,1.40648,0.003961,0.003961,0.003961
185,215750,0.99282,0.77507,1.28672,0.77348,0.60013,0.64752,0.4955,1.04512,1.07434,1.40606,0.003928,0.003928,0.003928
186,216417,0.99048,0.77028,1.28697,0.77359,0.59965,0.64763,0.49561,1.04482,1.07387,1.40553,0.003895,0.003895,0.003895
187,217247,0.99148,0.77208,1.28732,0.77237,0.60055,0.6478,0.49601,1.04453,1.07317,1.40497,0.003862,0.003862,0.003862
188,219980,0.98622,0.76076,1.28534,0.77027,0.60192,0.6476,0.49641,1.0443,1.07282,1.40451,0.003829,0.003829,0.003829
189,220644,0.99113,0.76435,1.27892,0.77152,0.60176,0.64816,0.49645,1.04407,1.07242,1.40385,0.003796,0.003796,0.003796
