epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,98228.7,1.07204,0.85541,1.35103,0.73391,0.59804,0.64404,0.47298,1.08083,1.13096,1.47357,0.007096,0.007096,0.007096
90,100697,1.06876,0.86036,1.35267,0.73323,0.59813,0.64411,0.47351,1.08042,1.12915,1.47301,0.007063,0.007063,0.007063
91,101063,1.0741,0.85364,1.34984,0.72699,0.60135,0.64462,0.47383,1.08007,1.12792,1.47247,0.00703,0.00703,0.00703
92,101430,1.06228,0.84969,1.34705,0.72894,0.59966,0.64302,0.47413,1.07968,1.12675,1.47193,0.006997,0.006997,0.006997
93,102329,1.0536,0.84013,1.3449,0.72757,0.59954,0.64296,0.4745,1.0794,1.12561,1.47146,0.006964,0.006964,0.006964
94,102691,1.06134,0.85446,1.35377,0.7252,0.60015,0.64285,0.47447,1.07925,1.12398,1.47135,0.006931,0.006931,0.006931
95,103055,1.05752,0.84493,1.34064,0.72019,0.60375,0.64334,0.47409,1.07889,1.1223,1.47087,0.006898,0.006898,0.006898
96,103419,1.05335,0.8385,1.34653,0.72057,0.60405,0.64489,0.47438,1.07862,1.12086,1.47033,0.006865,0.006865,0.006865
97,103782,1.06013,0.84627,1.34692,0.71975,0.60381,0.64385,0.47453,1.07806,1.11938,1.46959,0.006832,0.006832,0.006832
98,104152,1.05212,0.84493,1.34478,0.71686,0.60448,0.64385,0.47509,1.07786,1.11819,1.46894,0.006799,0.006799,0.006799
99,104515,1.05368,0.83958,1.34711,0.71858,0.60559,0.64465,0.4753,1.07746,1.11657,1.46822,0.006766,0.006766,0.006766
100,104884,1.05274,0.83556,1.34492,0.71981,0.60491,0.64466,0.47514,1.07694,1.11572,1.46764,0.006733,0.006733,0.006733
101,105255,1.05261,0.83467,1.33693,0.73501,0.59554,0.64485,0.4753,1.07659,1.11484,1.46713,0.0067,0.0067,0.0067
